,encoder_freeze,scratch,measure_size,weights,uncertainty_topk,grad_num,rand_num,T_mc,encoder_lr,cost_predictor_lr,rank_warmup_epochs,lambda_reg,lambda_pair,lambda_infonce,gamma,beta,noise_std,margin_scale,tau,tau_c,feature_predictor_lr,epochs,phase,train_size,top-1,used_time,val_reg_r2,val_rank_r2,sampling_seed
1345,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.1,,0.0,1000,1,64,0,4.19,[0.6508],[None],2005
1346,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.1,,0.0,1000,1,64,0,4.21,[0.6626],[None],2006
1347,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.1,,0.0,1000,1,64,0,4.24,[0.6259],[None],2007
1348,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.1,,0.0,1000,1,64,1,4.13,[0.4894],[None],2008
1349,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.1,,0.0,1000,1,64,0,4.04,[0.6428],[None],2009
1350,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.1,,0.0,1000,1,64,0,4.21,[0.6516],[None],2010
1351,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.1,,0.0,1000,1,64,0,4.24,[0.6461],[None],2011
1352,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.1,,0.0,1000,1,64,0,4.19,[0.6312],[None],2012
1353,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.1,,0.0,1000,2,128,0,8.55,"[0.6799, 0.7007]","[None, None]",2013
1354,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.1,,0.0,1000,1,64,0,4.05,[0.687],[None],2014
1355,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.1,,0.0,1000,3,192,0,12.98,"[0.6694, 0.6619, 0.7595]","[None, None, None]",2015
1356,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.1,,0.0,1000,3,192,1,12.89,"[0.6085, 0.5172, 0.57]","[None, None, None]",2016
1357,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.1,,0.0,1000,1,64,0,4.06,[0.7134],[None],2017
1358,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.1,,0.0,1000,2,128,1,8.38,"[0.6135, 0.6816]","[None, None]",2018
1359,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.01,0.01,0.01,0.001,0.3,0.1,,0.0,1000,1,64,0,4.06,[0.6154],[None],2019
1360,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.1,0.01,0.001,0.001,0.3,0.05,,0.0,1000,1,64,1,4.06,[0.716],[None],2000
1361,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.1,0.01,0.001,0.001,0.3,0.05,,0.0,1000,1,64,0,4.09,[0.5432],[None],2001
1362,False,False,64,"(0.4, 0.3, 0.3)",64,4,0,20,1e-05,0.0001,100,0.01,2.0,0.1,0.01,0.001,0.001,0.3,0.05,,0.0,1000,1,64,1,4.05,[0.6832],[None],2002
